id,claim,image_provided,image_facts,text_facts,normalized_facts,rag_queries,hyde_doc_1,hyde_doc_2,error
1135,Công an xã Đại Thanh là đơn vị duy nhất chịu trách nhiệm tìm kiếm và tìm thấy cháu V trên đường 70.,True,,,,,,,JSON Decode Failed
1136,Tổng số tiền mà đối tượng lừa đảo yêu cầu gia đình cháu V chuyển chuộc là 200 triệu đồng.,True,Four individuals standing together outdoors.|Two individuals wearing green military uniforms with red epaulets.|One individual wearing a blue sleeveless shirt and black shorts.|One individual wearing a light blue button-up shirt and dark pants.|One individual wearing a patterned blouse and black pants.|The background includes a building entrance with a green sign above it.|There is a red banner with white text and a gold emblem to the right of the group.|The ground appears to be concrete steps leading up to the entrance.,đối tượng lừa đảo yêu cầu gia đình cháu V chuyển chuộc|tổng số tiền yêu cầu là 200 triệu đồng,đối tượng lừa đảo yêu cầu gia đình cháu V chuyển chuộc|tổng số tiền yêu cầu là 200 triệu đồng,lừa đảo|gia đình cháu V|chuộc 200 triệu đồng,"{'title': 'Cảnh báo về vụ lừa đảo', 'content': 'Gia đình cháu V đã bị lừa đảo với tổng số tiền 200 triệu đồng để chuộc.'}","{'title': 'Vụ lừa đảo gia đình cháu V', 'content': 'Đối tượng lừa đảo đã yêu cầu gia đình cháu V chuyển chuộc với tổng số tiền 200 triệu đồng.'}",
1137,Đối tượng lừa đảo đã tự xưng là cán bộ công an của tỉnh Đắk Lắk khi gọi điện cho cháu V.,False,Four individuals standing together outdoors.|Two individuals wearing green military uniforms with red epaulets.|One individual wearing a blue sleeveless shirt and black shorts.|One individual wearing a light blue button-up shirt and dark pants.|One individual wearing a patterned blouse and black pants.|The background includes a building entrance with a green sign above it.|There is a red banner with white text and a gold emblem to the right of the group.|The ground appears to be concrete steps leading up to the entrance.,Sự kiện xảy ra khi một đối tượng đang gọi điện cho cháu V.|Đối tượng này đã tự xưng là cán bộ công an của tỉnh Đắk Lắk.|Cán bộ công an của tỉnh Đắk Lắk không liên quan đến cuộc gọi đó.,Four individuals standing together outdoors.|Two individuals wearing green military uniforms with red epaulets.|One individual wearing a blue sleeveless shirt and black shorts.|One individual wearing a light blue button-up shirt and dark pants.|One individual wearing a patterned blouse and black pants.|The background includes a building entrance with a green sign above it.|There is a red banner with white text and a gold emblem to the right of the group.|The ground appears to be concrete steps leading up to the entrance.|Sự kiện xảy ra khi một đối tượng đang gọi điện cho cháu V.|Đối tượng này đã tự xưng là cán bộ công an của tỉnh Đắk Lắk.|Cán bộ công an của tỉnh Đắk Lắk không liên quan đến cuộc gọi đó.,Đối tượng lừa đảo|cán bộ công an của tỉnh Đắk Lắk|gọi điện cho cháu V,"{'title': 'Cảnh báo về cuộc gọi lừa đảo giả danh cán bộ công an tỉnh Đắk Lắk', 'content': 'Ngày hôm qua, một số người dân ở tỉnh Đắk Lắk đã nhận được cuộc gọi từ một đối tượng tự xưng là cán bộ công an của tỉnh Đắk Lắk. Đối tượng này đã tự xưng là cán bộ công an của tỉnh Đắk Lắk khi gọi điện cho cháu V và yêu cầu họ cung cấp thông tin cá nhân. Chúng tôi khuyến cáo mọi người nên cảnh giác với các cuộc gọi như vậy và không chia sẻ thông tin cá nhân nào cho bất kỳ ai mà họ không biết rõ nguồn gốc.'}","{'title': 'Cảnh báo về cuộc gọi lừa đảo giả danh cán bộ công an tỉnh Đắk Lắk', 'content': 'Ngày hôm qua, một số người dân ở tỉnh Đắk Lắk đã nhận được cuộc gọi từ một đối tượng tự xưng là cán bộ công an của tỉnh Đắk Lắk. Đối tượng này đã tự xưng là cán bộ công an của tỉnh Đắk Lắk khi gọi điện cho cháu V và yêu cầu họ cung cấp thông tin cá nhân. Chúng tôi khuyến cáo mọi người nên cảnh giác với các cuộc gọi như vậy và không chia sẻ thông tin cá nhân nào cho bất kỳ ai mà họ không biết rõ nguồn gốc.'}",
1138,Thủ tướng Phạm Minh Chính đã đi kiểm tra và đôn đốc dự án thành phần cao tốc Châu Đốc-Cần Thơ-Sóc Trăng tại địa bàn Cần Thơ vào chiều 28/12.,True,Người dân tụ tập xung quanh bản đồ lớn|Những người mặc đồng phục quân đội|Một người cầm cây chỉ điểm|Nhóm đàn ông mặc trang phục công sở|Bản đồ được hiển thị trên bảng với các đánh dấu và nhãn khác nhau|Vị trí ngoài trời với những cấu trúc bê tông trong nền,Thủ tướng Phạm Minh Chính đã đi kiểm tra và đôn đốc dự án thành phần cao tốc Châu Đốc-Cần Thơ-Sóc Trăng.|Dự án được thực hiện tại địa bàn Cần Thơ.|Sự kiện diễn ra vào chiều 28/12.,Thủ tướng Phạm Minh Chính đã đi kiểm tra và đôn đốc dự án thành phần cao tốc Châu Đốc-Cần Thơ-Sóc Trăng.|Dự án được thực hiện tại địa bàn Cần Thơ.|Sự kiện diễn ra vào chiều 28/12.,Thủ tướng Phạm Minh Chính đi đâu?|Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng là gì?|Sự kiện diễn ra khi nào?,"Cảnh báo về sự tiến bộ của dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng dưới sự giám sát chặt chẽ của Thủ tướng Phạm Minh Chính. Sự kiện diễn ra vào chiều 28/12, nơi mà Thủ tướng đã đi kiểm tra và đôn đốc dự án tại địa bàn Cần Thơ. Dự án này đang được thực hiện tại địa bàn Cần Thơ và có mục tiêu kết nối các tỉnh thành phố trong khu vực.","Trong buổi kiểm tra và đôn đốc dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng, Thủ tướng Phạm Minh Chính đã chứng kiến sự tiến bộ đáng kể của dự án. Sự kiện diễn ra vào chiều 28/12, nơi mà Thủ tướng đã đi kiểm tra và đôn đốc dự án tại địa bàn Cần Thơ. Dự án này đang được thực hiện tại địa bàn Cần Thơ và có mục tiêu kết nối các tỉnh thành phố trong khu vực.",
1139,"Dự án đầu tư xây dựng đường cao tốc Châu Đốc-Cần Thơ-Sóc Trăng giai đoạn 1 có tổng chiều dài 188,2 km và tổng mức đầu tư là 44.691 tỷ đồng.",True,Người dân tụ tập xung quanh bản đồ lớn|Những người mặc quân phục|Một người cầm cây chỉ dấu|Nhóm đàn ông mặc trang phục công sở|Bản đồ được hiển thị trên bảng với các đánh dấu và nhãn khác nhau|Vị trí ngoài trời với những cấu trúc bê tông ở phía sau,"1. Dự án đầu tư xây dựng đường cao tốc Châu Đốc-Cần Thơ-Sóc Trăng giai đoạn 1 được đề cập trong câu này.|2. Tổng chiều dài của dự án là 188,2 kilômét.|3. Tổng mức đầu tư cho dự án là 44.691 tỷ đồng.","Người dân tụ tập xung quanh bản đồ lớn|Những người mặc quân phục|Một người cầm cây chỉ dấu|Nhóm đàn ông mặc trang phục công sở|Bản đồ được hiển thị trên bảng với các đánh dấu và nhãn khác nhau|Vị trí ngoài trời với những cấu trúc bê tông ở phía sau|Tổng chiều dài của dự án là 188,2 kilômét|Tổng mức đầu tư cho dự án là 44.691 tỷ đồng.",Đường cao tốc Châu Đốc-Cần Thơ-Sóc Trăng|Tổng chiều dài dự án|Tổng mức đầu tư dự án,"{'doc_type': 'News', 'content': 'Chính phủ đã phê duyệt dự án đầu tư xây dựng đường cao tốc Châu Đốc-Cần Thơ-Sóc Trăng giai đoạn 1 với tổng chiều dài 188,2 km và tổng mức đầu tư là 44.691 tỷ đồng. Dự án sẽ tạo ra nhiều cơ hội việc làm và thúc đẩy phát triển kinh tế địa phương.'}","{'doc_type': 'Report', 'content': 'Dự án đầu tư xây dựng đường cao tốc Châu Đốc-Cần Thơ-Sóc Trăng giai đoạn 1 có tổng chiều dài 188,2 km và tổng mức đầu tư là 44.691 tỷ đồng. Dự án sẽ giúp cải thiện giao thông và tăng cường kết nối giữa các tỉnh thành phố trong khu vực.'}",
1140,Thủ tướng Phạm Minh Chính yêu cầu thông xe kỹ thuật toàn bộ dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng vào ngày 31/1/2026.,True,Người dân tụ tập xung quanh bản đồ lớn|Những người mặc đồng phục quân đội|Một người cầm cây chỉ điểm|Nhóm đàn ông mặc trang phục công sở|Bản đồ được hiển thị trên bảng với các đánh dấu và nhãn khác nhau|Vị trí ngoài trời với những cấu trúc bê tông trong nền,Thủ tướng Phạm Minh Chính yêu cầu thông xe kỹ thuật toàn bộ dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng.|Ngày yêu cầu là 31/1/2026.,Thủ tướng Phạm Minh Chính yêu cầu thông xe kỹ thuật toàn bộ dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng vào ngày 31/1/2026.,Thông xe kỹ thuật dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng|Ngày 31/1/2026|Thủ tướng Phạm Minh Chính,"{'title': 'Tin tức về thông xe kỹ thuật dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng', 'content': 'Thủ tướng Phạm Minh Chính đã yêu cầu thông xe kỹ thuật toàn bộ dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng vào ngày 31/1/2026. Dự án này có ý nghĩa quan trọng đối với việc phát triển giao thông ở miền Tây Nam Bộ, góp phần thúc đẩy kinh tế địa phương và tăng cường kết nối giữa các tỉnh thành phố.'}","{'title': 'Cập nhật tiến độ dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng', 'content': 'Theo yêu cầu của Thủ tướng Phạm Minh Chính, dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng sẽ được thông xe kỹ thuật vào ngày 31/1/2026. Hiện tại, các công tác chuẩn bị cho việc thông xe đang được thực hiện nghiêm túc để đảm bảo an toàn và chất lượng cho dự án.'}",
1141,Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng hiện đã đạt khối lượng thi công 80% toàn tuyến.,True,"Người dân tụ tập xung quanh bản đồ lớn|Những người mặc quân phục|Một người cầm cây chỉ điểm|Nhóm đàn ông mặc trang phục kinh doanh|Bản đồ được hiển thị trên bảng với các đánh dấu và nhãn khác nhau|Vị trí ngoài trời với những cấu trúc bê tông trong hậu trường|Trời mưa mây, cho thấy thời tiết có thể là mây",Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng đang được xây dựng.|Khối lượng thi công của dự án hiện tại là 80%.|Khối lượng thi công này bao gồm toàn bộ tuyến đường.,"Người dân tụ tập xung quanh bản đồ lớn|Những người mặc quân phục|Một người cầm cây chỉ điểm|Nhóm đàn ông mặc trang phục kinh doanh|Bản đồ được hiển thị trên bảng với các đánh dấu và nhãn khác nhau|Vị trí ngoài trời với những cấu trúc bê tông trong hậu trường|Trời mưa mây, cho thấy thời tiết có thể là mây|Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng đang được xây dựng.|Khối lượng thi công của dự án hiện tại là 80%|Khối lượng thi công này bao gồm toàn bộ tuyến đường.",Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng hiện đã đạt khối lượng thi công 80% toàn tuyến.|Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng đang được xây dựng.|Khối lượng thi công của dự án hiện tại là 80%,"{'title': 'Cập nhật tiến trình xây dựng Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng', 'content': 'Theo báo cáo mới nhất từ Bộ Giao thông Vận tải, Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng hiện đã đạt khối lượng thi công 80% toàn tuyến. Đây là kết quả đáng mừng sau nhiều tháng nỗ lực của đội ngũ kỹ sư và công nhân. Việc hoàn thành dự án sẽ giúp cải thiện giao thông ở khu vực này, tạo điều kiện thuận lợi hơn cho việc di chuyển giữa các tỉnh thành. Chúng tôi tiếp tục theo dõi tiến trình xây dựng để cập nhật thông tin mới nhất cho mọi người biết.'}","{'title': 'Tình hình thi công Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng', 'content': 'Đến ngày hôm nay, khối lượng thi công Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng đã đạt 80%. Đây là bước tiến quan trọng trong quá trình xây dựng, khẳng định sự nỗ lực không ngừng nghỉ của đội ngũ kỹ sư và công nhân. Việc hoàn thành dự án sẽ mang lại nhiều lợi ích về mặt giao thông cho khu vực này, góp phần vào phát triển kinh tế địa phương. Chúng tôi sẽ tiếp tục cập nhật thông tin mới nhất về tình hình thi công để đảm bảo sự thông suốt cho mọi người.'}",
1142,Đoạn cao tốc Châu Đốc-Cần Thơ-Sóc Trăng qua địa bàn tỉnh Hậu Giang có chiều dài 25 km và tổng vốn đầu tư 5.000 tỷ đồng.,True,Người dân tụ tập xung quanh bản đồ lớn|Những người mặc quân phục|Một người cầm cây chỉ dấu|Nhóm đàn ông mặc trang phục công sở|Bản đồ được hiển thị trên bảng với các đánh dấu và nhãn khác nhau|Vị trí ngoài trời với những cấu trúc bê tông ở phía sau,Đoạn cao tốc Châu Đốc-Cần Thơ-Sóc Trăng nằm trong địa bàn tỉnh Hậu Giang.|Đoạn cao tốc Châu Đốc-Cần Thơ-Sóc Trăng có chiều dài 25 km.|Tổng vốn đầu tư cho đoạn cao tốc Châu Đốc-Cần Thơ-Sóc Trăng là 5.000 tỷ đồng.,Đoạn cao tốc Châu Đốc-Cần Thơ-Sóc Trăng|đường dài 25 km|tổng vốn đầu tư 5.000 tỷ đồng|địa bàn tỉnh Hậu Giang,Cao tốc Châu Đốc-Cần Thơ-Sóc Trăng|Chiều dài của cao tốc Châu Đốc-Cần Thơ-Sóc Trăng|Tổng vốn đầu tư cho cao tốc Châu Đốc-Cần Thơ-Sóc Trăng,"Cao tốc Châu Đốc-Cần Thơ-Sóc Trăng, một dự án giao thông quan trọng, đã chính thức được khởi công tại địa bàn tỉnh Hậu Giang. Với chiều dài 25 km và tổng vốn đầu tư lên đến 5.000 tỷ đồng, dự án này hứa hẹn sẽ cải thiện đáng kể tình hình giao thông trong khu vực.","Đoạn cao tốc Châu Đốc-Cần Thơ-Sóc Trăng, nằm trong địa bàn tỉnh Hậu Giang, có chiều dài 25 km và tổng vốn đầu tư lên tới 5.000 tỷ đồng. Dự án này hứa hẹn sẽ mang lại nhiều lợi ích về mặt kinh tế và xã hội cho khu vực.",
1143,Công ty Cổ phần Xây dựng 47 là nhà thầu chính chịu trách nhiệm thi công toàn bộ phần cầu của dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng.,True,"Người dân tụ tập xung quanh bản đồ lớn|Những người mặc quân phục|Một người cầm cây chỉ điểm|Nhóm đàn ông mặc trang phục kinh doanh|Bản đồ được hiển thị trên bảng với các đánh dấu và nhãn khác nhau|Vị trí ngoài trời với những cấu trúc bê tông trong hậu trường|Trời mưa mờ, cho thấy thời tiết có thể đang mưa",1. Công ty Cổ phần Xây dựng 47 là nhà thầu chính.|2. Nhà thầu này chịu trách nhiệm thi công toàn bộ phần cầu của dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng.,Công ty Cổ phần Xây dựng 47 là nhà thầu chính|Nhà thầu này chịu trách nhiệm thi công toàn bộ phần cầu của dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng.,Công ty Cổ phần Xây dựng 47|Nhà thầu chính|Thi công toàn bộ phần cầu,"Công ty Cổ phần Xây dựng 47 đã được xác định là nhà thầu chính chịu trách nhiệm thi công toàn bộ phần cầu của dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng. Họ đã thực hiện công việc xây dựng một cách chuyên nghiệp và hiệu quả, đảm bảo tiến độ và chất lượng công trình. Dự án đã nhận được sự ủng hộ nhiệt tình từ phía chính quyền địa phương và cộng đồng địa phương, góp phần vào sự phát triển bền vững của khu vực.","Dự án cao tốc Châu Đốc-Cần Thơ-Sóc Trăng là một trong những dự án trọng điểm của quốc gia, nhằm kết nối các tỉnh miền Tây Nam Bộ và thúc đẩy sự phát triển kinh tế - xã hội. Công ty Cổ phần Xây dựng 47 đã đóng vai trò quan trọng trong việc thực hiện dự án này, họ đã đảm bảo tiến độ và chất lượng công trình, góp phần vào thành công của dự án.",
1144,"Đại biểu tham dự buổi Chính thức Lễ diễu binh, diễu hành A80 cần đeo thẻ người và mang Giấy mời để được kiểm tra, kiểm soát an ninh ra vào khu vực.",False,Mã QR,"Đại biểu tham dự buổi chính thức Lễ diễu binh, diễu hành A80|Đã yêu cầu đại biểu phải đeo thẻ người|Đã yêu cầu đại biểu phải mang giấy mời|Để được kiểm tra, kiểm soát an ninh ra vào khu vực","Đại biểu tham dự buổi chính thức Lễ diễu binh, diễu hành A80|Đã yêu cầu đại biểu phải đeo thẻ người|Đã yêu cầu đại biểu phải mang giấy mời|Để được kiểm tra, kiểm soát an ninh ra vào khu vực|Mã QR","Đại biểu tham dự buổi chính thức Lễ diễu binh, diễu hành A80|Đã yêu cầu đại biểu phải đeo thẻ người|Đã yêu cầu đại biểu phải mang giấy mời","Trong buổi lễ diễu binh, diễu hành A80, đại biểu đã được yêu cầu đeo thẻ người và mang giấy mời để được kiểm tra, kiểm soát an ninh ra vào khu vực. Mã QR cũng được yêu cầu để xác minh danh tính của đại biểu.","Đại biểu tham dự buổi lễ diễu binh, diễu hành A80 đã được yêu cầu đeo thẻ người và mang giấy mời để được kiểm tra, kiểm soát an ninh ra vào khu vực. Mã QR cũng được yêu cầu để xác minh danh tính của đại biểu.",
1145,"Người đứng đầu các cơ quan, đơn vị có trách nhiệm phổ biến quy định và cấp phát thẻ, phù hiệu cho cá nhân thuộc quyền quản lý, đồng thời chịu trách nhiệm về việc quản lý các loại thẻ này.",False,Mã QR,"Người đứng đầu các cơ quan, đơn vị có trách nhiệm phổ biến quy định và cấp phát thẻ, phù hiệu cho cá nhân thuộc quyền quản lý|Đồng thời, họ cũng chịu trách nhiệm về việc quản lý các loại thẻ này","Người đứng đầu các cơ quan, đơn vị có trách nhiệm phổ biến quy định và cấp phát thẻ, phù hiệu cho cá nhân thuộc quyền quản lý|Đồng thời, họ cũng chịu trách nhiệm về việc quản lý các loại thẻ này|Mã QR","Người đứng đầu các cơ quan, đơn vị|trách nhiệm phổ biến quy định|cấp phát thẻ, phù hiệu","{'title': 'Tin tức mới nhất', 'content': 'Người đứng đầu các cơ quan, đơn vị có trách nhiệm phổ biến quy định và cấp phát thẻ, phù hiệu cho cá nhân thuộc quyền quản lý, đồng thời chịu trách nhiệm về việc quản lý các loại thẻ này.'}","{'title': 'Báo cáo chi tiết', 'content': 'Người đứng đầu các cơ quan, đơn vị có trách nhiệm phổ biến quy định và cấp phát thẻ, phù hiệu cho cá nhân thuộc quyền quản lý, đồng thời chịu trách nhiệm về việc quản lý các loại thẻ này. Mã QR được sử dụng để xác thực thông tin của người dùng.'}",
1146,"Đại biểu tham dự buổi Tổng duyệt Lễ diễu binh, diễu hành A80 cần đeo thẻ an ninh riêng biệt và mang Giấy mời có dán tem an ninh.",False,Mã QR,"Đại biểu tham dự buổi Tổng duyệt Lễ diễu binh, diễu hành A80|Đã yêu cầu đại biểu phải đeo thẻ an ninh riêng biệt|Đã yêu cầu đại biểu phải mang Giấy mời có dán tem an ninh","Đại biểu tham dự buổi Tổng duyệt Lễ diễu binh, diễu hành A80|Đã yêu cầu đại biểu phải đeo thẻ an ninh riêng biệt|Đã yêu cầu đại biểu phải mang Giấy mời có dán tem an ninh|Mã QR","Đại biểu tham dự buổi Tổng duyệt Lễ diễu binh, diễu hành A80|Thẻ an ninh riêng biệt|Giấy mời có dán tem an ninh","Trong buổi Tổng duyệt Lễ diễu binh, diễu hành A80, đại biểu đã được yêu cầu đeo thẻ an ninh riêng biệt và mang Giấy mời có dán tem an ninh.","Đại biểu tham dự buổi Tổng duyệt Lễ diễu binh, diễu hành A80 đã được yêu cầu đeo thẻ an ninh riêng biệt và mang Giấy mời có dán tem an ninh.",
1147,"Trong buổi Chính thức, một thẻ Đại biểu và một Giấy mời có thể cho phép nhiều người vào khu vực khán đài nếu đi cùng nhau.",False,Mã QR,Sự kiện diễn ra trong buổi chính thức.|Một thẻ đại biểu và một giấy mời được sử dụng để cho phép nhiều người vào khu vực khán đài.|Điều này chỉ áp dụng khi hai người đi cùng nhau.,Sự kiện diễn ra trong buổi chính thức.|Mã QR|Một thẻ đại biểu và một giấy mời được sử dụng để cho phép nhiều người vào khu vực khán đài.|Điều này chỉ áp dụng khi hai người đi cùng nhau.,Thẻ Đại biểu|Giấy mời|khám phá sự kiện,"{'title': 'Thông tin về sự kiện', 'content': 'Sự kiện diễn ra trong buổi chính thức. Mã QR được sử dụng để xác thực người tham dự. Thẻ Đại biểu và Giấy mời cho phép nhiều người vào khu vực khán đài nếu đi cùng nhau.'}","{'title': 'Phân tích của sự kiện', 'content': 'Sự kiện diễn ra trong buổi chính thức. Mã QR được sử dụng để xác thực người tham dự. Thẻ Đại biểu và Giấy mời cho phép nhiều người vào khu vực khán đài nếu đi cùng nhau. Điều này chỉ áp dụng khi hai người đi cùng nhau.'}",
1148,Đại biểu phải quét mã QR để nắm sơ đồ bố trí trạm kiểm tra an ninh trước 08 giờ sáng ngày Tổng duyệt.,True,Mã QR,Đại biểu phải thực hiện hành động quét mã QR|Hành động này cần được thực hiện trước 08 giờ sáng|Đại biểu cần nắm thông tin sơ đồ bố trí trạm kiểm tra an ninh|Sơ đồ bố trí trạm kiểm tra an ninh cần được nắm trước 08 giờ sáng ngày Tổng duyệt,Đại biểu phải thực hiện hành động quét mã QR|Hành động này cần được thực hiện trước 08 giờ sáng|Đại biểu cần nắm thông tin sơ đồ bố trí trạm kiểm tra an ninh|Sơ đồ bố trí trạm kiểm tra an ninh cần được nắm trước 08 giờ sáng ngày Tổng duyệt,quét mã QR|sơ đồ bố trí trạm kiểm tra an ninh|trước 08 giờ sáng ngày Tổng duyệt,"{'doc_type': 'News', 'title': 'Đại biểu chuẩn bị cho Tổng duyệt bằng cách quét mã QR', 'content': 'Trong buổi Tổng duyệt sắp tới, đại biểu sẽ cần thực hiện hành động quét mã QR để nắm thông tin về sơ đồ bố trí trạm kiểm tra an ninh. Hành động này cần được thực hiện trước 08 giờ sáng ngày Tổng duyệt. Đại biểu nên chuẩn bị sẵn sàng để đảm bảo mọi thứ diễn ra suôn sẻ.'}","{'doc_type': 'Report', 'title': 'Quy trình chuẩn bị cho Tổng duyệt qua việc quét mã QR', 'content': 'Để chuẩn bị cho Tổng duyệt, đại biểu cần thực hiện hành động quét mã QR để nắm thông tin về sơ đồ bố trí trạm kiểm tra an ninh. Hành động này cần được thực hiện trước 08 giờ sáng ngày Tổng duyệt. Đây là quy trình cần thiết để đảm bảo mọi thứ diễn ra suôn sẻ trong buổi Tổng duyệt.'}",
1149,"Các lực lượng Phục vụ, Ban Tổ chức, An ninh, Báo chí, Kỹ thuật viên sẽ được cấp loại thẻ người loại to cá thể hóa có màu xanh dương.",False,Mã QR,"Các lực lượng Phục vụ, Ban Tổ chức, An ninh, Báo chí, Kỹ thuật viên sẽ được cấp loại thẻ.|Loại thẻ này có màu xanh dương.|Loại thẻ này được gọi là thẻ người loại to cá thể hóa.","Các lực lượng Phục vụ, Ban Tổ chức, An ninh, Báo chí, Kỹ thuật viên sẽ được cấp loại thẻ|Loại thẻ này có màu xanh dương.|Loại thẻ này được gọi là thẻ người loại to cá thể hóa.",Các lực lượng Phục vụ|Ban Tổ chức|An ninh,"{'title': 'Thông báo mới về việc cấp thẻ cho các lực lượng', 'content': 'Trong thời gian gần đây, các lực lượng Phục vụ, Ban Tổ chức, An ninh, Báo chí, Kỹ thuật viên đã được cấp loại thẻ người loại to cá thể hóa có màu xanh dương. Đây là một bước tiến quan trọng trong việc quản lý và bảo vệ thông tin cá nhân của họ.'}","{'title': 'Chính sách mới về thẻ người', 'content': 'Ngày hôm nay, chúng tôi muốn giới thiệu với bạn về chính sách mới về thẻ người. Các lực lượng Phục vụ, Ban Tổ chức, An ninh, Báo chí, Kỹ thuật viên đã được cấp loại thẻ người loại to cá thể hóa có màu xanh dương. Điều này giúp họ dễ dàng nhận biết và bảo vệ quyền riêng tư của mình.'}",
1150,Đài Khí tượng Thủy văn tỉnh Khánh Hòa đã phát tin cảnh báo về nguy cơ lũ quét và sạt lở đất trên địa bàn tỉnh.,True,"TIN CÁNH BÁO LỤ QUẾT, SẤT LÓ ĐÁT, SỤT LUN ĐÁT DO MUA LỤ HOẠC DONG CHAY TRÊN KHU VỰC TỊNH KHÁNH HÒA|1. Tình hình mua đa qua|2. Cảnh báo mưa trong thời gian tiếp theo|3. Cảnh báo nguy cơ|4. Cấp độ rủi ro thiên tai do lụ quết, sạt lở đất, sụt lún đất do mưa lụ hoặc dòng chảy|5. Cảnh báo tác động của lụ quết",Đài Khí tượng Thủy văn tỉnh Khánh Hòa đã phát tin.|Tin cảnh báo liên quan đến nguy cơ lũ quét và sạt lở đất.|Tin được phát trên địa bàn tỉnh Khánh Hòa.,"Đài Khí tượng Thủy văn tỉnh Khánh Hòa đã phát tin.|Tin cảnh báo liên quan đến nguy cơ lũ quét và sạt lở đất.|Tin được phát trên địa bàn tỉnh Khánh Hòa.|TIN CÁNH BÁO LỤ QUẾT, SẤT LÓ ĐÁT, SỤT LUN ĐÁT DO MUA LỤ HOẠC DONG CHAY TRÊN KHU VỰC TỊNH KHÁNH HÒA|1. Tình hình mua đa qua|2. Cảnh báo mưa trong thời gian tiếp theo|3. Cảnh báo nguy cơ|4. Cấp độ rủi ro thiên tai do lụ quết, sạt lở đất, sụt lún đất do mưa lụ hoặc dòng chảy|5. Cảnh báo tác động của lụ quết",lũ quét|sạt lở đất|cảnh báo,Đài Khí tượng Thủy văn tỉnh Khánh Hòa đã phát tin cảnh báo về nguy cơ lũ quét và sạt lở đất trên địa bàn tỉnh. Tin cảnh báo liên quan đến nguy cơ lũ quét và sạt lở đất được phát trên địa bàn tỉnh Khánh Hòa.,Đài Khí tượng Thủy văn tỉnh Khánh Hòa đã phát tin cảnh báo về nguy cơ lũ quét và sạt lở đất trên địa bàn tỉnh. Tin cảnh báo liên quan đến nguy cơ lũ quét và sạt lở đất được phát trên địa bàn tỉnh Khánh Hòa. Các biện pháp phòng ngừa cần được thực hiện để giảm thiểu hậu quả của các sự cố thiên tai này.,
